Location,Latitude,Longitude,GeoCode Address,Person,Organization,Facility,Artifact
,0.0,0.0,,sickjew,OccupyWallStNYC occupywallstnyc,,
,0.0,0.0,,TommyTee knirckefar Sean Price SeanMandela,DuckDownMusic,,
,0.0,0.0,,nikkifinke,,,
Mt Sinai NY,40.9470432,-73.0295495,"Mount Sinai, NY, USA",Koga Fitness Members us,Koga Fitness,,
Mt Sinai NY,40.7891567,-73.9540425,"Mount Sinai Faculty Practice Associates, 5 East 98th Street #8, New York, NY 10029, USA",Koga Fitness Members us,Koga Fitness,,
Lake Erie,0.0,0.0,"Lake Erie, United States",GreatLakesGuy,NWSCLE,,
Jersey where the flooding is so high that there are sharks swimming about,0.0,0.0,,,,,a picture of New Jersey where the flooding is so high that there are sharks swimming about
,0.0,0.0,,,,,
,0.0,0.0,,GlobalWarming36 Us We,Huffington Post,,
,0.0,0.0,,students teachers administrators,NYCSchools,All schools,
,0.0,0.0,,,,,
,0.0,0.0,,Romney Governor,NewsOneOfficial,,VIDEO
,0.0,0.0,,,,,
,0.0,0.0,,Peepsqueak whateverhewants,,2 NuclearPowerPlants,
,0.0,0.0,,me I,,,electricity
,0.0,0.0,,SenLindseyGrahamSC SenJohnMcCain grahamblog BretBaier maddow,foxnews,,
NYC evac zones,40.7127837,-74.0059413,"New York, NY, USA",,,,
,0.0,0.0,,MotherJones you,,,
,0.0,0.0,,Chris Christie mittromney,ObamaNews,,
Atlantic City,39.3642834,-74.4229266,"Atlantic City, NJ, USA",,twc_hurricane TxStormChasers,White Horse Parkway,
,0.0,0.0,,Christie I,PoliticalTicker,,
NY,40.7127837,-74.0059413,"New York, NY, USA",BurgessEv,NY transit Amtrak POLITICO,entire NEC,
,0.0,0.0,,JazmineSkye realDonaldTrump,,,
NYC,40.7127837,-74.0059413,"New York, NY, USA",Sandy   refugees,NYC co  working spaces and startups,,
,0.0,0.0,,speaker,,,
,0.0,0.0,,,inthesetimesmag,,
,0.0,0.0,,gabrielstricker,twitter,,
,0.0,0.0,,vipnikiki,USABigBang BigBang VIP Sandy Relief Fund,,Information Flyer
,0.0,0.0,,Kelly Michael,,,
,0.0,0.0,,hurricane  relief Guardsmen,Victoria ’s Secret show,armory,
Old Saybrook,41.2960159,-72.38453009999999,"Old Saybrook, CT, USA",cloepoisson,,,
Sandy disaster areas,0.0,0.0,,,,,
,0.0,0.0,,I,National Hurricane Center,,
Galloway NJ,39.4928235,-74.5596879,"Galloway, NJ, USA",rachele_walter your Galloway NJ staff Sandy victim,RamadaWorldwide you your,,
,0.0,0.0,,,cnnbrk,,
,0.0,0.0,,,Living Earth HD,,
,0.0,0.0,,machinegunkelly nobody,,,
Salem area SALEM,37.2893005,-80.0787355,"MedExpress Urgent Care - Salem - Roanoke Area, 1336 West Main Street, Salem, VA 24153, USA",local residents many,,,
,0.0,0.0,,,NJOEM2010 FEMA,,a Sandy page
,0.0,0.0,,Brigantine man officials,,,
,0.0,0.0,,,,,
,0.0,0.0,,Mayor Bloomberg,,,
neighborhoods,39.2997946,-76.61552619999999,"Healthy Neighborhoods, Baltimore, MD 21202, USA",People,,,
areas hardest hit by # sandy,0.0,0.0,,,,,
,0.0,0.0,,AmyFreeze Ginger_Zee LeeGoldbergABC7 SamChampion,,,
,0.0,0.0,,getoffmy_DEC me u my sis,,,
in and around NYC,40.7451883,-73.98603229999999,"The Church of the Transfiguration, 1 East 29th Street, New York, NY 10016, USA",,,,MTA Flickr photoset of # Sandy preparations in and around NYC
,0.0,0.0,,rmcnally87 IamJackyBlack purdeyshot87,,,
,0.0,0.0,,Mpkann I,,,
,0.0,0.0,,,US,,
Chi,0.0,0.0,"Chi Bungyōmachi, Kaga-shi, Ishikawa-ken, Japan",people,,,
,0.0,0.0,,,FWaterSys,,
,0.0,0.0,,LeeSpielman everyone,,,photos of this hurricane
,0.0,0.0,,,Storm  battered US,,
nj,0.0,0.0,"New Jersey, USA",Real_Liam_Payne me liam me,,,
,0.0,0.0,,YOU,TFLN,,SHOTGUNS
"Brooklyn Brooklyn , N.Y",40.6781784,-73.9441579,"Brooklyn, NY, USA",,,,
,0.0,0.0,,all in Sandy 's path,WiFiNovation Comcast,,free #  service
,0.0,0.0,,,femaregion1,,
,0.0,0.0,,HiMyNameIsSeton thejettylife,,,
,0.0,0.0,,,Sport Reuters,,
,0.0,0.0,,I,,,
,0.0,0.0,,MartinShipman,,,
,0.0,0.0,,,,,
,0.0,0.0,,newdesertblues,,,
,0.0,0.0,,FreddyStephan LebaneseProblem,,,
,0.0,0.0,,bySamRo,DRUDGE_REPORT,,
,0.0,0.0,,,ABC,,
New York Manhattan,40.790278,-73.959722,"Manhattan, New York, NY, USA",,New York Magazine,,Amazing cover from New York Magazine . A view of Manhattan from above when Sandy hit
New York Manhattan,40.7830603,-73.9712488,"Manhattan, NY, USA",,New York Magazine,,Amazing cover from New York Magazine . A view of Manhattan from above when Sandy hit
,0.0,0.0,,Jersey Shore Cast Jersey Shore Cast,E ! Online,,
,0.0,0.0,,Your,,,Your Power
,0.0,0.0,,,,'s # roadways,
,0.0,0.0,,NYPD officer storm victims his family,RT_com NYPD,,
,0.0,0.0,,Millions,,Streets,Power
,0.0,0.0,,Pa Pennsylvanians,AP,,
,0.0,0.0,,,HuffPostImpact ciscocsr,,
Worcester Millbury Douglas Clinton,42.19207189999999,-71.761522,"Millbury, MA, USA",,telegramdotcom,"Worcester , Millbury , Douglas , Clinton schools",
,0.0,0.0,,People people family,,,
WASHINGTON US,33.7367948,-82.7393089,"Washington, GA 30673, USA",Obama,FEMA The US federal agency,,
,0.0,0.0,,htTweets,,,
,0.0,0.0,,,,,
,0.0,0.0,,Katersoneseven,,,
,0.0,0.0,,Charles Woodson,,,"$ 100,000"
"Po , powerless Manhattan",40.790278,-73.959722,"Manhattan, New York, NY, USA",,,,
NYC,40.7127837,-74.0059413,"New York, NY, USA",fire department worker,,,
,0.0,0.0,,OhMyDAISS,,the statue of liberty,
,0.0,0.0,,,GMA FlightAware ABCaviation,,
,0.0,0.0,,"6,655,293 customers",,,
,0.0,0.0,,jonronson,,,This the iconic Sandy picture
,0.0,0.0,,,washingtonpost,,
,0.0,0.0,,,,Nuclear # Energy Facilities,
,0.0,0.0,,Funny_Truth You people,,,Shocking Sandy photos
Michigan,0.0,0.0,"Michigan, USA",andersoncooper,,,
,0.0,0.0,,,todayshow,,Storm Tracker
,0.0,0.0,,,Connecticut Maine,,
,0.0,0.0,,everyone,,,
,0.0,0.0,,,OccHealthSafety FEMA,,
Carroll Gardens,40.6795331,-73.9991637,"Carroll Gardens, Brooklyn, NY, USA",Little kid,,,
,0.0,0.0,,NYULMC researchers,,,
,0.0,0.0,,people,NYPost,,Generators
,0.0,0.0,,jbelmont CraigatFEMA,witfnews,,
,0.0,0.0,,Cutthroat New Yorkers mkgalante,,,
,0.0,0.0,,,Telecommunication firms Reuters,,
,0.0,0.0,,,WLTX,,
NEW YORK,40.7127837,-74.0059413,"New York, NY, USA",,Reuters,,
Much of lower Manhattan,40.790278,-73.959722,"Manhattan, New York, NY, USA",Tons Of Displaced Celebrities,,This Swanky Manhattan Hotel,
Across US,39.3417065,-76.9502577,"Across Road, Sykesville, MD 21784, USA",browardnet,,Shelters,Interactive Google Map
Across US,39.315076,-76.9136578,"Across Road, 3, West Friendship, MD 21104, USA",browardnet,,Shelters,Interactive Google Map
,0.0,0.0,,,FastCompany FCC,,
,0.0,0.0,,,valleyoffear,,
,0.0,0.0,,bigspaceship,,,
Sandy  Affected Areas,0.0,0.0,,,AT&amp;T And T  Mobile,,
,0.0,0.0,,those stranded by Sandy,,,Last  minute hotel booking apps
,0.0,0.0,,GwenHeasley,publisherswkly,Bookstores powerHouse Arena,
,0.0,0.0,,,,,
Boston  area,0.0,0.0,"Area Road, New Boston, TX 75570, USA",,AP,Boston  area public transit,
,0.0,0.0,,blackenterprise Customers,Banks,,
,0.0,0.0,,,hurricanehackrs at http://t.co/sYG6ZkK1,,
NYC,40.7127837,-74.0059413,"New York, NY, USA",Amerifags SandysHurricane,,,
New York,40.7127837,-74.0059413,"New York, NY, USA",DjEnuff,HipHopWired BrackettMusic The New York Timez,,
sandy,0.0,0.0,"Sandy, UT, USA",MarielHemingway you ya your,,,your # opensky # sandy
,0.0,0.0,,,cnnbrk CNNLive,,
,0.0,0.0,,We,,,
,0.0,0.0,,,mtvpowerof12,,
,0.0,0.0,,,Moody 's,,
,0.0,0.0,,,,,
,0.0,0.0,,one New Yorker their neighbors,,,
New York,40.7127837,-74.0059413,"New York, NY, USA",,,New York Streets,PICS
Lake Michigan,0.0,0.0,"Lake Michigan, United States",,NWSChicago,,
Philly,0.0,0.0,"Philadelphia, PA, USA",Hurricane Sandy Goon,iLPvideo,,Video
,0.0,0.0,,Ch0ppy I,,,
,0.0,0.0,,petapixel Internet model,,,
,0.0,0.0,,,,buildings,
,0.0,0.0,,East Coast 6 . 5M,FoxNews,,
,0.0,0.0,,TheRock all those affected by Sandy you,,,
,0.0,0.0,,Long Islanders Love Ones,Facebook Google Docs,,
,0.0,0.0,,allthingsd ahess247,,,
Caribbean,0.0,0.0,Caribbean,,JamaicaObserver,,
16 states,43.4166325,-73.9854991,"16 States Road, Stony Creek, NY 12878, USA","dcschrader more than 9 , 000 people",redcross,,
16 states,34.07655099999999,-84.788156,"16 States Avenue, Dallas, GA 30132, USA","dcschrader more than 9 , 000 people",redcross,,
16 states,39.0148828,-74.9353294,"16 States Avenue, Villas, NJ 08251, USA","dcschrader more than 9 , 000 people",redcross,,
16 states,43.7300716,-71.35760590000001,"16 States Landing Road, Moultonborough, NH 03254, USA","dcschrader more than 9 , 000 people",redcross,,
16 states,39.8070386,-74.9672941,"16 United States Avenue, Lindenwold, NJ 08021, USA","dcschrader more than 9 , 000 people",redcross,,
16 states,37.3110642,-76.7452781,"States Avenue, Williamsburg, VA 23188, USA","dcschrader more than 9 , 000 people",redcross,,
16 states,40.0658486,-74.874612,"16 States Avenue, Burlington, NJ 08016, USA","dcschrader more than 9 , 000 people",redcross,,
This place,49.7672219,4.6751319,"Route de This, 08000 Warcq, France",I,TheAppalachian,,
This place,44.357324,-69.31215379999999,"This Way, Liberty, ME 04949, USA",I,TheAppalachian,,
This place,49.7744757,4.6340083,"Rue de This, 08090 Belval, France",I,TheAppalachian,,
This place,37.5988149,-79.598051,"This Way, Buchanan, VA 24066, USA",I,TheAppalachian,,
This place,38.6577985,-75.42201659999999,"This Way, Georgetown, DE 19947, USA",I,TheAppalachian,,
This place,41.6463477,-70.3913436,"This Way, Osterville, MA 02655, USA",I,TheAppalachian,,
,0.0,0.0,,,HuffingtonPost New York,,
,0.0,0.0,,,,,
,0.0,0.0,,Kvittrekvitre,,,Space Shuttle Enterprise
NY,40.7127837,-74.0059413,"New York, NY, USA",,,Broadway,
,0.0,0.0,,Jen Marra,,,Photos by Jen Marra http://t.co/RLcEXGed
,0.0,0.0,,christymccrazy Jessy_Viggs XOnora11 LKP9841 cflanagan3 kelsoconnell megpinc michaykay,,,
Virginia,37.4315734,-78.6568942,"Virginia, USA",Boy,,Flooded Virginia Streets,Air Mattress
ZIP codes impacted by # Sandy,0.0,0.0,,UPS Customers,UPS UPS,,
iconic New York,40.7127837,-74.0059413,"New York, NY, USA",OpPinkPower,YourAnonNews,,
,0.0,0.0,,,,City Streets The Perfect Track For Stunt Driving,
,0.0,0.0,,HappyPlace Siri,,,
,0.0,0.0,,me BoingBoing,twitter Gawker Buzzfeed Huffington Post,,
Sandy  hit areas,0.0,0.0,,,USNews CBS News,,
City of Ottawa,0.0,0.0,"Ottawa, ON, Canada",grahamctv,ctvottawa,,
Northeast,0.0,0.0,"Northeast, Redmond, WA 98052, USA",50 million people,,,
WKTV,0.0,0.0,,,,,
,0.0,0.0,,crew,USATODAY Coast Guard,,Ship vessel
US,0.0,0.0,United States,,The US coastguard,,HMS Bounty
,0.0,0.0,,we,New Jersey,,
,0.0,0.0,,woman I,CP24 Police,,
,0.0,0.0,,,,,
NY,40.7127837,-74.0059413,"New York, NY, USA",,,NY lab,
,0.0,0.0,,Americans,,,
,0.0,0.0,,,,World Trade Center,
Kill Devil Hills,36.0307226,-75.6760101,"Kill Devil Hills, NC, USA",SamWalkerOBX,,Avalon Pier in Kill Devil Hills,
along the Hudson River,0.0,0.0,,Matthew_Orr,,,
metro Atlanta,33.7626014,-84.3716504,"Metro Atlanta Dermatology: Metro Atlanta Der MD, 285 Boulevard Northeast #635, Atlanta, GA 30312, USA",Hundreds,11AliveNews,,
metro Atlanta,33.7626014,-84.3716504,"Metro Atlanta Dermatology: Metro Atlanta Der MD, 285 Boulevard Northeast #635, Atlanta, GA 30312, USA",Hundreds,11AliveNews,,
metro Atlanta,33.7325485,-84.3907078,"Metro Atlanta OIC, 818 Pollard Boulevard Southwest, Atlanta, GA 30315, USA",Hundreds,11AliveNews,,
metro Atlanta,33.7595508,-84.39436529999999,"Metro Atlanta Chamber, 235 Andrew Young International Boulevard Northwest, Atlanta, GA 30303, USA",Hundreds,11AliveNews,,
metro Atlanta,33.7899187,-84.37380499999999,"Metro Atlanta Beekeepers Association, 1345 Piedmont Avenue Northeast, Atlanta, GA 30309, USA",Hundreds,11AliveNews,,
metro Atlanta,33.7789793,-84.36658800000001,"The BrickKicker of Central Metro Atlanta, Midtown Promenade, 931 Monroe Drive Northeast #102, Atlanta, GA 30308, USA",Hundreds,11AliveNews,,
metro Atlanta,33.71046,-84.404105,"Atlanta Metro College, Atlanta Metropolitan College: Upward Bound Program, Atlanta, GA 30310, USA",Hundreds,11AliveNews,,
metro Atlanta,33.955283,-84.22319499999999,"Christ Church of Metro Atlanta, 5875 Peachtree Industrial Boulevard #200, Norcross, GA 30092, USA",Hundreds,11AliveNews,,
metro Atlanta,33.816057,-84.33649199999999,"Tutor Doctor of Metro Atlanta, 1257 Vista Valley Drive Northeast, Atlanta, GA 30329, USA",Hundreds,11AliveNews,,
8 N.J . counties,16.8981414,-99.9571876,"8, Pie de La Cuesta, Acapulco, GRO, Mexico","Sandy victims in 8 N.J . counties More than 2 , 000 FEMA employees",FEMA FEMA,,
8 N.J . counties,42.6051873,-8.7229233,"Rúa Áreas, 8, 36617 Vilagarcía de Arousa, Pontevedra, Spain","Sandy victims in 8 N.J . counties More than 2 , 000 FEMA employees",FEMA FEMA,,
,0.0,0.0,,,,,
,0.0,0.0,,,,Major Airports,
,0.0,0.0,,,Red Cross,,
,0.0,0.0,,my,,my pool,
YouTube,0.0,0.0,"Youtube, 5611 Eindhoven, Netherlands",,Brooklyn,,
,0.0,0.0,,,,,
,0.0,0.0,,,Google,,
,0.0,0.0,,,Greenpeace sciam,,
,0.0,0.0,,Hurricane Sandy Victims,,,FREE PRESCRIPTIONS MEDICATIONS http://t.co/EEsFQ9qd
,0.0,0.0,,,NYPD Yahoo ! News,,Amazing Video of Superstorm Sandy Rooftop Helicopter Rescue blog http://t.co/O93CwvZC
,0.0,0.0,,,Police nbcnewyork,homes they,
,0.0,0.0,,,ASPCA sharethis,Car,
,0.0,0.0,,,,,
,0.0,0.0,,,,,Videos
,0.0,0.0,,i,,,
Hoboken NJ 4th & amp ; Bloomfield,40.7439905,-74.0323626,"Hoboken, NJ, USA",,Hoboken411 CityofHoboken HobokenPatch,New relief station in Hoboken NJ 4th Bloomfield,water shelter
,0.0,0.0,,,Insurance Companies Meteorology,the Accounting Department of Colleges,
,0.0,0.0,,Conn . Gov . Malloy,briefingroom,,
globe,0.0,0.0,"Globe, AZ, USA",travelers,,,
NYstate NJ NYcity,40.7127837,-74.0059413,"New York, NY, USA",,femaregion2,,Sandy Twitter lists 2follow
,0.0,0.0,,Many,SparkPeople,,
,0.0,0.0,,thekyleconrad,TWC,,
,0.0,0.0,,,,,
Long Island,0.0,0.0,"Long Island, New York, USA",SirMikeStuart ryanliebau I,,,the Long Island hurricane evacuation map
NYC,40.7127837,-74.0059413,"New York, NY, USA",itsWillyFerrell,,,An insane picture taken today of # HurricaneSandy approaching NYC
,0.0,0.0,,,TDBank_US TD American Red Cross,,$ 500K
,0.0,0.0,,U BrianBrownNet DailyBrian,RonPaulTeam,,
,0.0,0.0,,RainbowandLuna,,,
,0.0,0.0,,DaveedGR,TheAtlanticWire,,Great pictures The most unbelievable but real photos of Sandy 's destruction http://t.co/MqfcUP5x
an Isolated Corner of Brooklyn,40.6781784,-73.9441579,"Brooklyn, NY, USA",us Chris Gari,The city,,
,0.0,0.0,,TheScript_Danny,,,no electric
,0.0,0.0,,Two crew CTV NewsTwo crew,CNN,movie ship movie ship,
,0.0,0.0,,,,Jersey Shore ' house,
NYC,40.7127837,-74.0059413,"New York, NY, USA",Julio_Skillet ppl I ppl,,,
,0.0,0.0,,Bruce Springsteen Christina Aguilera Bon Jovi Billy Joel Sting mlauer,NBCNews,,
,0.0,0.0,,,weatherchannel,,Before and After Aerial Images of Sandy 's Damage http://t.co/vJYd7ejR http://t.co/3zibhh3a
,0.0,0.0,,NYGovCuomo,,alternative polling sites Some schools shelters,
,0.0,0.0,,your,CNNMoney,,your car
New York 's Staten Island,40.5795317,-74.1502007,"Staten Island, NY, USA",,GMA TwitPic,tanker,Photo
New York 's Staten Island,40.5605312,-74.1474846,"Staten Island, NY, USA",,GMA TwitPic,tanker,Photo
New York 's Staten Island,40.58343790000001,-74.1495875,"Staten Island, Staten Island, NY 10314, USA",,GMA TwitPic,tanker,Photo
,0.0,0.0,,,DumboNYC,,A collection of Instagrams of # Sandy in # DUMBO
,0.0,0.0,,,US,,
,0.0,0.0,,I my,,,
,0.0,0.0,,statusquomustgo,Daily Kos Occupy Sandy dailykos,,
Vt,0.0,0.0,"Vermont, USA",,,,
,0.0,0.0,,I,,,
,0.0,0.0,,we,,,
New York,40.7127837,-74.0059413,"New York, NY, USA",New York Mayor Bloomberg Obama,BreakingNews nytimes,,
,0.0,0.0,,forecasters who accurately predicted Sandy ’s path nearly a week before it hit,,,
159  53 102nd st Howard beach ny 11414,40.6588878,-73.8309416,"159-53 102nd Street, Howard Beach, NY 11414, USA",LOrain90 CarolineManzo Senator Joe Addabbo,,,
,0.0,0.0,,people,conversationagent,,
,0.0,0.0,,,Verizon Telecom giant Verizon Communications,,
Arlington,38.8799697,-77.1067698,"Arlington, VA, USA",,,Construction site in Arlington,
Arlington,42.4153925,-71.1564729,"Arlington, MA, USA",,,Construction site in Arlington,
Margaretville Prattsville Windham,43.810556,-70.416944,"Windham, ME, USA",,Kingston Daily Freeman,,
Margaretville Prattsville Windham,42.8006441,-71.30422899999999,"Windham, NH, USA",,Kingston Daily Freeman,,
Margaretville Prattsville Windham,41.6998208,-72.1570219,"Windham, CT, USA",,Kingston Daily Freeman,,
Margaretville Prattsville Windham,42.3073065,-74.2520875,"Windham, NY 12496, USA",,Kingston Daily Freeman,,
,0.0,0.0,,commuters,Newsday,,
,0.0,0.0,,Cares Equity,,,"$ 250,000"
,0.0,0.0,,Knicks Nets My Boys,,,
,0.0,0.0,,,Weather Channel,,
,0.0,0.0,,The Internet,,,
,0.0,0.0,,,Management Today,,
,0.0,0.0,,President @ BarackObama,American @ RedCross,the American @ RedCross Digital Command Center,
,0.0,0.0,,,,,
Caribbean and USA,27.3048879,-80.29689019999999,"West Caribbean, Port Saint Lucie, FL 34952, USA",Secretary  General,,,
Caribbean and USA,27.304103,-80.28983629999999,"East Caribbean, Port Saint Lucie, FL 34952, USA",Secretary  General,,,
Caribbean and USA,25.5798221,-80.36851949999999,"Caribbean Boulevard, Florida, USA",Secretary  General,,,
Caribbean and USA,26.713122,-81.733435,"Caribbean Boulevard, Fort Myers, FL 33905, USA",Secretary  General,,,
Caribbean and USA,31.5522513,-82.50843479999999,"Caribbean Road, Alma, GA 31510, USA",Secretary  General,,,
Caribbean and USA,26.763671,-80.1163728,"Caribbean Boulevard, West Palm Beach, FL 33407, USA",Secretary  General,,,
Caribbean and USA,29.8036727,-81.9512457,"Caribbean Circle, Keystone Heights, FL 32656, USA",Secretary  General,,,
Caribbean and USA,26.2151874,-81.7965597,"Caribbean Road, Naples, FL, USA",Secretary  General,,,
Caribbean and USA,30.368772,-87.354728,"Caribbean Drive, Pensacola, FL 32506, USA",Secretary  General,,,
Caribbean and USA,27.2455124,-82.51631619999999,"Caribbean Drive, Sarasota, FL 34231, USA",Secretary  General,,,
Caribbean and USA,36.8327631,-75.9819491,"Caribbean Avenue, Virginia Beach, VA, USA",Secretary  General,,,
Caribbean and USA,36.8327631,-75.9819491,"Caribbean Avenue, Virginia Beach, VA, USA",Secretary  General,,,
Caribbean and USA,25.092582,-80.4369558,"Caribbean Drive, Key Largo, FL 33037, USA",Secretary  General,,,
Caribbean and USA,30.483186,-86.420439,"Caribbean Way, Niceville, FL 32578, USA",Secretary  General,,,
Caribbean and USA,26.7576889,-80.9470896,"Caribbean Avenue, Clewiston, FL 33440, USA",Secretary  General,,,
Caribbean and USA,28.1647728,-80.6010143,"Caribbean Road, Satellite Beach, FL 32937, USA",Secretary  General,,,
San Francisco,0.0,0.0,"San Francisco, CA, USA",sethbannon San Francisco friends,,,iOS 6 maps
,0.0,0.0,,,ProPublica,Hospitals,
,0.0,0.0,,joshrogin,,the Statue of Liberty,Best # Sandy pic yet
"DISTRICT OF COLUMBIA , MASSACHUSETTS",38.8746089,-76.9529378,"Massachusetts Avenue Southeast, Washington, DC 20019, USA",OBAMA,,,"HURRICANE # SANDY EMERGENCY DECLARATION FOR DISTRICT OF COLUMBIA , MASSACHUSETTS"
"DISTRICT OF COLUMBIA , MASSACHUSETTS",38.8940808,-77.0005774,"Massachusetts Avenue Northeast, Washington, DC, USA",OBAMA,,,"HURRICANE # SANDY EMERGENCY DECLARATION FOR DISTRICT OF COLUMBIA , MASSACHUSETTS"
"DISTRICT OF COLUMBIA , MASSACHUSETTS",38.8869514,-76.9832297,"Massachusetts Avenue Southeast, Washington, DC 20003, USA",OBAMA,,,"HURRICANE # SANDY EMERGENCY DECLARATION FOR DISTRICT OF COLUMBIA , MASSACHUSETTS"
"DISTRICT OF COLUMBIA , MASSACHUSETTS",38.9560436,-77.1061234,"American University, Massachusetts Avenue, Washington, DC 20016, USA",OBAMA,,,"HURRICANE # SANDY EMERGENCY DECLARATION FOR DISTRICT OF COLUMBIA , MASSACHUSETTS"
"DISTRICT OF COLUMBIA , MASSACHUSETTS",38.9793322,-77.1422754,"Massachusetts Avenue, Bethesda, MD 20817, USA",OBAMA,,,"HURRICANE # SANDY EMERGENCY DECLARATION FOR DISTRICT OF COLUMBIA , MASSACHUSETTS"
"DISTRICT OF COLUMBIA , MASSACHUSETTS",38.9793322,-77.1422754,"Massachusetts Avenue, Bethesda, MD 20817, USA",OBAMA,,,"HURRICANE # SANDY EMERGENCY DECLARATION FOR DISTRICT OF COLUMBIA , MASSACHUSETTS"
"DISTRICT OF COLUMBIA , MASSACHUSETTS",38.8959127,-77.0096058,"Commonwealth of Massachusetts, 444 North Capitol Street Northwest, Washington, DC 20001, USA",OBAMA,,,"HURRICANE # SANDY EMERGENCY DECLARATION FOR DISTRICT OF COLUMBIA , MASSACHUSETTS"
Haiti Jamaica,19.4061504,-99.15109299999999,"Haití, Buenos Aires, Cuauhtémoc, 06780 Ciudad de México, D.F., Mexico","Haiti , Jamaica officials Haiti , Jamaica officials",Businessweek GlobalPost,,
,0.0,0.0,,RunwayChef I,,either one,
,0.0,0.0,,,,,
NY Toronto west M ' sga New York,40.7127837,-74.0059413,"New York, NY, USA",NY friends we,CdnPress,,
,0.0,0.0,,my me,,my neighbors house,
,0.0,0.0,,,KonceptBlog American State,,
C,0.0,0.0,"C, BKC Road, Bandra Kurla Complex, Bandra East, Mumbai, Maharashtra 400051, India",,,39th street pier on lakeshore drive,
,0.0,0.0,,,GramercyOne gramercy1,,
,0.0,0.0,,,WFSBnews Hard  hit Old Lyme,,
,0.0,0.0,,,,,
,0.0,0.0,,,Palm Beach Post,,blog
,0.0,0.0,,,,48 Isabella st,
,0.0,0.0,,,Google,,
,0.0,0.0,,,,Navy Yard & amp ; all MSC buildings,
,0.0,0.0,,Mamdani him,Columbia University,International Affairs Building,
,0.0,0.0,,Many Affected by Sandy,WSJ,,
,0.0,0.0,,Hybrid taxi drivers,,,
,0.0,0.0,,,CBS News,,
,0.0,0.0,,Rosenberg_Mike I,,,
NYC Brooklyn & amp ; Queens,40.6781784,-73.9441579,"Brooklyn, NY, USA",,HVNews HVInsider HudsonValleyWx,,
NYC Brooklyn & amp ; Queens,40.75,-73.86666699999999,"Queens, NY, USA",,HVNews HVInsider HudsonValleyWx,,
NYC Brooklyn & amp ; Queens,40.7127837,-74.0059413,"New York, NY, USA",,HVNews HVInsider HudsonValleyWx,,
,0.0,0.0,,SgtAndyNorris,,,Fake Photos
,0.0,0.0,,LeeGoldbergABC7 JeffSmithABC7 You guys you,,,
,0.0,0.0,,,NCCI Holdings Inc,,
,0.0,0.0,,,,,
,0.0,0.0,,"AntDeRosa every nurse , doctor , cop , fire fighter , emergency services worker out there tonight you",,,
,0.0,0.0,,Sandy Victims,InsideCityHall Board Of Elections,Polling Sites For Sandy Victims,
,0.0,0.0,,em_foley gabearchambault We,,,
,0.0,0.0,,,the Weather Channel,,sandy photos more from the Weather Channel
,0.0,0.0,,,DashBurst Instagram a major social media player,,
NYC,40.7127837,-74.0059413,"New York, NY, USA",friend in NYC,,stores restaurants,no gas no trucks
usa,0.0,0.0,United States,,,,
,0.0,0.0,,andrewsiff4NY,,,
Northwest DC,0.0,0.0,"District of Columbia, USA",SunniAndTheCity,,,
NY,40.7127837,-74.0059413,"New York, NY, USA",AngieZawada,,,an amazing shot of NY today w / the Frankenstorm bearing down
Colorado,0.0,0.0,"Colorado, USA",cakes5757,,Colorado library,
,0.0,0.0,,i,,,
,0.0,0.0,,Individuals,Companies Numerous companies,,Superstorm  Relief Donations From Companies and Individuals million  dollar gifts
,0.0,0.0,,Open Government Data Nerds,OperationArmy,,Hurricane Maps
,0.0,0.0,,,,,
,0.0,0.0,,PiersTonight We,CNN,,
,0.0,0.0,,,,,
,0.0,0.0,,,,,
,0.0,0.0,,the victims of Hurricane Agnes,Congress,,
NYC,40.7127837,-74.0059413,"New York, NY, USA",,chicagonews24,,
,0.0,0.0,,zeniusboy we,,,
,0.0,0.0,,,Cnet Breaking NewsNe,,NASA satellite a 3D view of Sandy 's eye
,0.0,0.0,,,Google Penguin / Random House Honda,,
Missouri,0.0,0.0,"Missouri, USA",wendywild Everyone From Missouri,,,
WeatherNerd blog,0.0,0.0,,instapundit,PJMedia_com,,
,0.0,0.0,,,scoopit AirCargoToday,,
,0.0,0.0,,amodelanonymous,,,
,0.0,0.0,,Oktavia NewYorkers hackers New Yorkers nancyrubin,,,
,0.0,0.0,,,HuffingtonPost,,
,0.0,0.0,,terry_mcfly,,,
NJ the Northeast Corridor,26.6347438,-80.0551162,"North J Terrace, Lake Worth, FL 33460, USA",,NJ Transit,,
Manhattan Greenwich Village,40.7335719,-74.0027418,"Greenwich Village, New York, NY, USA",,,Seventh Avenue in Greenwich Village,The view down Seventh Avenue in Greenwich Village
,0.0,0.0,,deeptigarg,,,PICS
,0.0,0.0,,Seventh  grader Samantha Bertolino her,,,
,0.0,0.0,,,CBSPhilly,,PHOTOS
,0.0,0.0,,RippDemUp,Red Cross,,
Maryland,39.0457549,-76.64127119999999,"Maryland, USA",,,Bay Bridge in Maryland,
NYC,40.7127837,-74.0059413,"New York, NY, USA",,TIME TIMENewsfeed,,Stunning time  lapse video
,0.0,0.0,,,Google,,Maps
Raritan Township,40.5041636,-74.89749250000001,"Raritan Township, NJ, USA",Workman,,vehicle,
NYC,40.7127837,-74.0059413,"New York, NY, USA",Staten Island Hotel Owner Sandy Victims,,NYC Marathon Runners ′ Rooms,
